Stock Name,Symbol,Industry_O,Industry,Market Cap(Rs. Cr.),Exchange,Last Price,LTPP,LTP,Volume,Chng%,Chg%,Change,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio  (TTM),Price Earning Ratio(TTM),PEG Ratio,Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),52w_high_csv,52w_high,52w_low_csv,52w_low,EPS,,Symbol with Comma for External Upload,EPS_csv,EPS
GSS Infotech Ltd.,GSS,IT - Software,IT - Software,160.89,NSE,11.1,61.97,11.1,0,0.85,0,0,2,2024-09,11.92,164.96,2024-09,123.26,7.13,2024-09,22.56,700,-2.65,0.46,2,2024-03,0.03,2.72,3.47,0,52.69,0,10.96,0,,"544265,",1,
Promax Power Ltd.,PROMAX,Engineering - Construction,Engineering - Construction,127.8,BSE,0,53.67,53.67,0,4.99,4.99,0,1,2024-09,0.75,128.55,2024-03,60.26,1.37,2024-03,93.18,93.18,,3.18,2,2023-03,0.43,4.7,8.66,0,0,0,0,0,,"542666,",1,
GTL Infrastructure Ltd.,GTLINFRA,Telecom-Infrastructure,Telecom-Infrastructure,2600.25,NSE,1.04,2.04,1.04,20211503,0.99,-1.9,-0.02,1,2024-09,3281.01,5282.39,2024-09,1337.2,-825.44,2024-09,0,0,0,-0.47,1,2024-03,-0.66,0,0,0,2.17,0,0.98,-0.51,,,1,
GTL Ltd.,GTL,Telecommunication - Service Provider,Telecommunication - Service Provider,200.08,NSE,6.52,12.76,6.52,190880,0.31,-3.83,-0.26,1,2024-09,5625.44,5815.97,2024-09,242.09,162.25,2024-09,1.23,1.23,0.07,-0.03,1,2024-03,-0.71,0,0,0,13,0,6.03,-0.95,,"526133,",1,
GTPL Hathway Ltd.,GTPL,TV Broadcasting & Software Production,TV Broadcasting & Software Production,1576.73,NSE,57.7,140.05,57.7,25326,-0.18,-2.09,-1.23,2,2024-09,268.66,1708.15,2024-09,3357.8,69,2024-09,24.66,15.63,1.79,1.38,2,2024-03,0.2,9.88,13.2,0,133.4,0,55.01,3.69,,,1,
Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals & Drugs,Pharmaceuticals & Drugs,4664.41,NSE,296,462.15,296,25133,-0.6,-1.69,-5.1,2,2024-09,283.6,4928.61,2024-09,803.76,84.93,2024-09,54.92,59.34,,8.12,2,2024-03,0.6,16.17,15.42,0,407.85,0,268,4.99,,,1,
Suyog Gurbaxani Funicular Ropeways Ltd.,SGFRL,Engineering - Construction,Engineering - Construction,645.42,BSE,0,260,260,0,,,0,1,2024-09,86.4,731.82,2024-03,63.12,5.58,2024-03,115.56,115.56,,40.91,1,2024-03,5.51,43.02,16.71,0,0,0,0,0,,"GLENMARK,",1,
Gujarat Alkalies And Chemicals Ltd.,GUJALKALI,Chemicals,Chemicals,5480.97,NSE,474.5,749.8,474.5,30855149,0.33,10.56,45.65,2,2024-09,602.1,5809.65,2024-09,3890.55,-123.21,2024-09,0,0,,0.89,2,2024-03,0.09,-3.88,-3.83,0,698.4,0,409.15,-1.17,,"533108,",1,
Gujarat Ambuja Exports Ltd.,GAEL,Solvent Extraction,Solvent Extraction,5737.97,NSE,133.02,125.43,133.02,280886,0.24,-2.59,-3.53,2,2024-09,156.01,5841.78,2024-09,4863.27,338.22,2024-09,16.96,30.33,,1.98,2,2024-03,0.07,13.3,16.59,0,149.11,0,101,4.39,,,1,
Gujarat Apollo Industries Ltd.,GUJAPOLLO,Engineering - Industrial Equipments,Engineering - Industrial Equipments,413.06,NSE,418,344.2,418,30059,-0.62,1.04,4.3,2,2024-09,35.76,447.89,2024-09,45.04,12.15,2024-09,36.3,36.3,-2.85,0.85,2,2024-03,0.04,2.36,3.1,0,556,0,278.6,-3.98,,,1,
Gujarat Fluorochemicals Ltd.,FLUOROCHEM,Chemicals,Chemicals,46502.25,NSE,3224.8,4178.15,3224.8,314553,-1.29,2.56,80.6,2,2024-09,2083,48362.25,2024-09,4488.77,410.06,2024-09,113.4,53.99,-5.9,7.57,2,2024-03,0.34,7.59,9.76,0,4083.55,0,2916.6,59.73,,"526488,",1,
Gujarat Gas Ltd.,GUJGASLTD,Gas Transmission/Marketing,Gas Transmission/Marketing,34970.22,NSE,354.25,513.9,354.25,8324548,1.11,-1.34,-4.8,2,2024-09,,33220.97,2024-09,16941.6,1266.59,2024-09,27.52,20.98,1.33,4.38,2,2024-03,0,15.51,21.57,0,508.7,0,354,16.88,,"MANKIND,",1,
Adhbhut Infrastructure Ltd.,ADHBHUTIN,Engineering - Construction,Engineering - Construction,24.09,BSE,0,22.1,22.1,0,0.91,0.91,0,1,2024-09,3,27.09,2024-09,1.26,-0.22,2024-09,0,0,0,-3.74,1,2024-03,-0.47,0,0,0,0,0,0,0,,"501848,",1,
Gujarat Industries Power Company Ltd.,GIPCL,Power Generation/Distribution,Power Generation/Distribution,3566.5,NSE,131.22,241.74,131.22,151298,2.5,-2.67,-3.6,1,2024-09,483.7,3521.44,2024-09,1322.28,215.3,2024-09,16.57,13.87,-1.58,1.06,1,2024-03,0.12,6.15,7.88,0,223.9,0,128,9.46,,"SARVESHWAR,",1,
Gujarat Lease Financing Ltd.,GLFL,Finance - NBFC,Finance - NBFC,21.16,NSE,4.32,7.61,4.32,0,0.4,-1.59,-0.07,1,2024-09,0.12,2024-09,169.26,9.75,-5.05,1,2024-03,291.11,-2.43,0,1.5,"GLFL,",,,,0,9.34,0,3.97,0.01,,"LEMERITE,",1,
Gujarat Mineral Development Corporation Ltd.,GMDCLTD,Mining & Minerals,Mining & Minerals,10385.88,NSE,537.4,330.6,537.4,973839,1.18,-3.87,-21.65,2,2024-09,,9762.55,2024-09,2726.16,634.92,2024-09,16.33,17.28,1.3,1.68,2,2024-03,0,10.37,13.8,0,651,0,251,31.1,,"524572,",1,
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,Fertilizers,8432.19,NSE,411.6,574.35,411.6,103747,0,-2.14,-9,2,2024-09,77,6574.19,2024-09,8136,439,2024-09,18.74,9.69,-2.37,1.01,2,2024-03,0,5.57,7.62,0,573.75,0,405.45,42.46,,"524614,",1,
Gujarat Pipavav Port Ltd.,GPPL,Port,Port,8902.55,NSE,150.25,184.76,150.25,504685,0.29,-2.52,-3.88,2,2024-09,,7791.95,2024-09,993.92,357.55,2024-09,24.25,14.98,2.45,3.84,2,2024-03,0,14.79,21.14,0,200.09,0,127.74,10.03,,"SANSTAR,",1,
Gujarat Raffia Industries Ltd.,GUJRAFFIA,Plastic Products,Plastic Products,54.05,NSE,36.3,97.64,36.3,1961,-2.01,-3.43,-1.29,1,2024-09,2.82,55.92,2024-09,30.25,0.66,2024-09,82.39,26.93,-7.6,2.57,1,2024-03,0.17,2.64,4.04,0,88,0,35.1,1.35,,"SAGCEM,",1,
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,Fertilizers,8097.06,NSE,156,205,156,555799,0.82,-3.02,-4.85,2,2024-09,98.47,5821.31,2024-09,8770.7,521.08,2024-09,15.33,8.98,5.64,0.6,2,2024-03,0,4.55,5.77,0,220.59,0,149.5,17.38,,"IFBAGRO,",1,
Gujarat State Petronet Ltd.,GSPL,Gas Transmission/Marketing,Gas Transmission/Marketing,20746.05,NSE,253.3,371.2,253.3,1981284,0.9,-1.94,-5,2,2024-09,,17955.91,2024-09,18286.68,2136.63,2024-09,13.59,13.58,1.38,1.85,2,2024-03,0,21.54,29.51,0,360.6,0,252.25,18.65,,"544073,",1,
BMW Industries Ltd.,BMW,Engineering - Construction,Engineering - Construction,1230.32,BSE,0,56.1,56.1,174955,2.63,-2.35,-1.86,2,2024-09,166.16,1388.3,2024-09,605.13,70.5,2024-09,17.4,6.48,1.96,1.77,2,2024-03,0.16,10.1,13.2,0,0,0,0,11.89,,"GSTL,",1,
Brahmaputra Infrastructure Ltd.,BRAHMINFRA,Engineering - Construction,Engineering - Construction,158.03,BSE,0,54.98,54.98,0,0.95,0.95,0,2,2024-09,184.2,342.23,2024-09,218.49,17.12,2024-09,9.33,9.33,0.22,0.88,2,2024-03,0.9,8.44,8.58,0,0,0,0,0,,"526025,",1,
CCL International Ltd.,CCLINTER,Engineering - Construction,Engineering - Construction,61.42,BSE,0,32,32,0,0,0,0,1,2024-09,17.46,72,2024-09,34.05,0.35,2024-09,176.48,176.48,-28.84,1.35,1,2024-03,0.52,3.2,4.4,0,0,0,0,0,,"GLOBUSSPR,",1,
Conart Engineers Ltd.,CONART,Engineering - Construction,Engineering - Construction,100.89,BSE,0,330,330,0,2.71,2.71,0,1,2024-09,0.02,100.91,2024-09,60.7,4.18,2024-09,24.15,24.15,1.86,3.29,1,2024-03,0,11.35,12.92,0,0,0,0,0,,"GLOSTERLTD,",1,
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Lubricants,Lubricants,5984.8,NSE,926.4,1193.45,926.4,40510,-1.73,-4.47,-43.3,2,2024-09,431.9,5526.44,2024-09,3445.16,333.68,2024-09,17.81,13.2,,4.37,2,2024-03,0.26,25.12,27.94,0,1331.9,0,911,70.21,,"506128,",1,
Crane Infrastructure Ltd.,CRANEINFRA,Engineering - Construction,Engineering - Construction,17.15,BSE,0,24.3,24.3,0,2.62,2.62,0,1,2024-09,0.01,17.16,2024-09,1.43,0.85,2024-09,20.22,20.22,0.73,1.28,1,2024-03,0,11.74,15.15,0,0,0,0,0,,"543239,",1,
Gulshan Polyols Ltd.,GULPOLY,Consumer Food,Consumer Food,1092.11,NSE,156,174.36,156,127113,-0.05,-1.12,-1.77,2,2024-09,435.69,1509.8,2024-09,1671.7,22.12,2024-09,49.38,12.66,,1.81,2,2024-03,0.59,3.05,4.3,0,220.5,0,121.5,12.33,,"DELHIVERY,",1,
GVK Power & Infrastructure Ltd.,GVKPIL,Power Generation/Distribution,Power Generation/Distribution,765.92,NSE,2.68,4.86,2.68,782765,0,1.52,0.04,2,2024-09,3736.13,3689.06,2024-09,818.16,596.08,2024-09,1.39,1.39,0.09,-2.09,2,2024-03,-3.89,0,21.79,0,4.48,0,2.59,-6.13,,,1,
Expo Gas Containers Ltd.,EXPOGAS,Engineering - Construction,Engineering - Construction,154.74,BSE,0,66.53,66.53,0,-1.99,-1.99,0,1,2024-09,38,188.36,2024-09,90.8,1.08,2024-09,142.62,142.62,-30.41,5.22,1,2024-03,1.93,3.64,8.75,0,0,0,0,0,,"GMRP&UI,",1,
GVP Infotech Ltd.,GVPTECH,IT - Software,IT - Software,196.74,NSE,6.58,11.84,6.58,274412,-1.99,19.85,1.09,1,2024-09,,195.91,2024-09,19.26,2.67,2024-09,73.66,73.66,-4.91,1.16,1,2024-03,0,1.69,1.73,0,12,0,5.22,-5.29,,"530897,",1,
H.G. Infra Engineering Ltd.,HGINFRA,Engineering - Construction,Engineering - Construction,9953.26,NSE,485.1,1521.75,485.1,152665,-0.34,-3.8,-19.2,2,2024-09,2403.59,12241.06,2024-09,5503.24,534.62,2024-09,18.59,8.06,0.57,3.7,2,2024-03,0.61,24.61,24.57,0,1275,0,471,60.19,,"530317,",1,
Happiest Minds Technologies Ltd.,HAPPSTMNDS,IT - Software,IT - Software,11036.12,NSE,372,725.75,372,624009,0.09,-3.11,-11.95,2,2024-09,1173.28,10859.05,2024-09,1812.63,232.15,2024-09,47.54,30.21,,7.24,2,2024-03,0.3,21.46,23.35,0,674.85,0,330.2,12.32,,"NGLFINE,",1,
Happy Forgings Ltd.,HAPPYFORGE,Forgings,Forgings,9497.86,NSE,1250,1005.1,1250,24848,-0.41,-3.12,-40.2,2,2024-09,148.84,9554.15,2024-03,1358.24,242.98,2024-03,39.09,41.27,,5.55,2,2024-03,0.09,18.73,22.7,0,1370,0,724.1,30.29,,"MANAKSTEEL,",1,
Genus Prime Infrastructures Ltd.,GENUSPRIME,Engineering - Construction,Engineering - Construction,46.11,BSE,0,32.43,32.43,0,4.99,4.99,0,2,2024-09,21.63,67.73,2024-09,0.24,-0.01,2024-09,0,0,,0.98,2,2024-03,0.45,-4.1,-2.8,0,0,0,0,0,,"542850,",1,
Hardwyn India Ltd.,HARDWYN,Aluminium & Aluminium Products,Aluminium & Aluminium Products,925.58,NSE,17.9,19.23,17.9,119007,1.58,-0.28,-0.05,2,2024-09,5.52,929.95,2024-09,176.62,13.02,2024-09,71.07,74.82,,2.3,2,2024-03,0.02,2.71,4.11,0,20.44,0,10.75,0.24,,"530043,",TRUE,
Hariom Pipe Industries Ltd.,HARIOMPIPE,Steel & Iron Products,Steel & Iron Products,1546.2,NSE,305.8,502.9,305.8,97980,0.62,-4.68,-15,1,2024-09,334.58,1878.43,2024-09,1268.38,59.84,2024-09,25.84,15.08,,2.81,1,2024-03,0.83,14.34,14.6,0,572.2,0,301.15,20.28,,"SMLISUZU,",1,
Harrisons Malayalam Ltd.,HARRMALAYA,Agriculture,Agriculture,601.46,NSE,171,326,171,12311,-0.05,-0.19,-0.33,2,2024-09,92.7,692.79,2024-09,505.49,-4.38,2024-09,0,12.52,0,4.31,2,2024-03,0.65,-4.87,2.4,0,236.9,0,153.66,13.65,,"AARTECH,",TRUE,
Harsha Engineers International Ltd.,HARSHA,Engineering - Industrial Equipments,Engineering - Industrial Equipments,4578.15,NSE,342.1,504.7,342.1,55154,0.46,0.29,1,2,2024-09,178.79,4666.62,2024-09,1400.59,131.47,2024-09,34.82,29.5,,3.72,2,2024-03,0.15,9.93,12.46,0,451.85,0,329.95,11.6,,"HBLENGINE,",1,
Hathway Cable & Datacom Ltd.,HATHWAY,Telecommunication - Service Provider,Telecommunication - Service Provider,2860.49,NSE,9.88,16.35,9.88,1312845,1.11,-1.98,-0.2,2,2024-09,3.76,2681.36,2024-09,2013.3,78.76,2024-09,28.3,16.74,0.93,0.66,2,2024-03,0,2.34,3.36,0,17.98,0,9.58,0.59,,,1,
Hatsun Agro Product Ltd.,HATSUN,Consumer Food,Consumer Food,22757.08,NSE,1001.9,1030.4,1001.9,40355,0.89,2.35,23.05,1,2024-09,1890.4,24607.94,2024-09,8381.52,304.42,2024-09,74.76,64.04,4.06,13.93,1,2024-03,1.44,17.74,15.21,0,1179,0,855.3,15.64,,,1,
Ind Renewable Energy Ltd.,INDRENEW,Engineering - Construction,Engineering - Construction,20.58,BSE,0,14.92,14.92,0,0.95,0.95,0,1,2024-09,0.43,21.02,2024-09,0,0.02,2024-09,857.6,857.6,-27.96,0.79,1,2024-03,0.02,0.31,0.07,0,0,0,0,0,,"GODREJAGRO,",1,
Havells India Ltd.,HAVELLS,Electric Equipment,Electric Equipment,106645.9,NSE,1298.5,1707.1,1298.5,293825,0.34,-3.28,-44.1,2,2024-09,,103457.6,2024-09,20201.4,1409.89,2024-09,75.6,54.75,7.53,13.68,2,2024-03,0,18.07,25.46,0,1673.8,0,1250.1,23.69,,,1,
HB Stockholdings Ltd.,HBSL,Finance - NBFC,Finance - NBFC,82.58,NSE,48.11,119.61,48.11,945,2.46,-3.61,-1.8,2,2024-09,23.66,2024-09,3.49,0.07,0.76,2,2024-03,2024-03,0.01,44.68,48.33,"HBSL,",,,,0,137,0,46.75,-11.23,,"KSCL,",1,
HBL Engineering Ltd.,HBLENGINE,Batteries,Batteries,17384.28,NSE,661.8,628.35,661.8,603306,0.26,-2.72,-18.05,2,2024-09,55.93,17230.19,2024-09,2250.42,295.85,2024-09,53.03,55.29,0.8,12.66,2,2024-03,0.05,25.81,33.76,0,1122,0,421,11.81,,"523007,",TRUE,
HCL Infosystems Ltd.,HCL-INSYS,IT - Hardware,IT - Hardware,534.31,NSE,11.87,16.24,11.87,208182,0.31,-0.34,-0.04,2,2024-09,355,724.47,2024-09,29.14,-26.8,2024-09,0,0,0,-1.9,2,2024-03,-1.32,0,-15.23,0,24.5,0,11.75,-0.73,,"RADIOCITY,",1,
HCL Technologies Ltd.,HCLTECH,IT - Software,IT - Software,534971.9,NSE,1322.8,1963.55,1322.8,1043526,-0.44,-2.56,-34.2,2,2024-09,2297,517755.9,2024-09,113864,16842,2024-09,31.79,21.79,3.46,7.77,2,2024-03,0.03,23.69,31.13,0,1780.1,0,1297.7,60.69,,"517554,",1,
HDFC Asset Management Company Ltd.,HDFCAMC,Finance - Asset Management,Finance - Asset Management,91516.74,NSE,2409,4218.45,2409,786513,-1.48,-2.5,-61.7,2,2024-09,2209.13,2024-09,41.43,,13.47,2,2024-03,35.97,0,30.09,37.69,"HDFCAMC,",,,,0,2967.25,0,1783.43,66.96,,"INDOCO,",1,
Julien Agro Infratech Ltd.,JULIEN,Engineering - Construction,Engineering - Construction,48.6,BSE,0,25.17,25.17,0,2.48,2.48,0,1,2024-09,,48.6,2024-09,52.06,2.12,2024-09,22.94,22.94,0.25,1.12,1,2024-03,0,0.12,0.19,0,0,0,0,0,,"532957,",1,
K&R Rail Engineering Ltd.,KRRAIL,Engineering - Construction,Engineering - Construction,1351.94,BSE,0,348.75,348.75,0,-1.69,-1.69,0,2,2024-09,,1351.94,2024-09,602.43,1.38,2024-09,981.09,981.09,,13.38,2,2024-03,0.07,20.58,13.36,0,0,0,0,0,,"GOKEX,",1,
Kaizen Agro Infrabuild Ltd.,KAIZENAGRO,Engineering - Construction,Engineering - Construction,89,BSE,0,17.8,17.8,0,2.83,2.83,0,1,2024-09,,89,2024-09,28.82,0.94,2024-09,94.18,94.18,1.51,0.77,1,2024-03,0,0.11,0.19,0,0,0,0,0,,"GOKULAGRO,",1,
HDFC Bank Ltd.,HDFCBANK,Bank - Private,Bank - Private,1371611,NSE,805.9,1764.3,805.9,143682188,-1.64,-4.41,-37.2,2,2024-09,321989.7,71546.36,2024-09,19.83,0.85,2.87,2,16.67,2024-03,17.64,1,2024-03,0.33,3.19,10.4,0,1020.5,0,770,48.34,,"513117,",TRUE,
HDFC Life Insurance Company Ltd.,HDFCLIFE,Insurance,Insurance,133473.8,NSE,633.45,618,633.45,1166363,-0.35,-1.55,-10,2,2024-09,1693.33,2024-09,78.82,18.5,8.56,2,2024-03,72.24,0.07,11.58,10.79,"HDFCLIFE,",,,,0,820.75,0,617.2,8.76,,"508922,",1,
Heads UP Ventures Ltd.,HEADSUP,Retailing,Retailing,26.54,NSE,6.82,11.93,6.82,12299,-0.42,0.74,0.05,1,2024-09,,26.54,2024-09,0.16,-2.64,2024-09,0,0,,1.9,1,2024-03,0,-26.9,-26.89,0,12.95,0,6.12,0,,"SHREEPUSHK,",1,
Healthcare Global Enterprises Ltd.,HCG,Hospital & Healthcare Services,Hospital & Healthcare Services,6759.64,NSE,542.8,485,542.8,0,0.13,2.35,0.02,2,2024-09,749.89,7219.38,2024-09,2043.62,61.19,2024-09,118.53,118.53,3.83,7.84,2,2024-03,0.83,4.99,12.79,0,799.7,0,492.5,0,,"MAXHEALTH,",1,
HEC Infra Projects Ltd.,HECPROJECT,Engineering - Construction,Engineering - Construction,124.4,NSE,106.19,121.25,106.19,11985,-1.18,-2.27,-2.47,1,2024-09,45.32,169.71,2024-09,83.32,6.1,2024-09,20.39,20.39,1.06,3.37,1,2024-03,0.87,14.51,13.34,0,184.1,0,82.01,0,,"GPIL,",1,
HEG Ltd.,HEG,Electrodes & Welding Equipment,Electrodes & Welding Equipment,10272.19,NSE,491,542.2,491,450664,1.73,-3.93,-20.1,2,2024-09,561.42,10682.82,2024-09,2248.36,135.92,2024-09,56.47,24.85,-1.55,2.31,2,2024-03,0.14,7.16,8.56,0,672,0,406.1,19.76,,,1,
Last Mile Enterprises Ltd.,LASTMILE,Engineering - Construction,Engineering - Construction,1072.59,BSE,0,339.95,339.95,0,-1.99,-1.99,0,1,2024-09,12.15,1070.51,2024-09,10.65,3.37,2024-09,317.9,317.9,19.46,2.95,1,2024-03,0.42,2.29,2.19,0,0,0,0,0,,"GOLDSTAR,",1,
Heidelberg Cement India Ltd.,HEIDELBERG,Cement & Construction Materials,Cement & Construction Materials,4771.34,NSE,149.4,211.01,149.4,43448,0.2,-2.36,-3.61,1,2024-09,130.31,4468.66,2024-09,2197.28,130.74,2024-09,36.49,24.26,-6.83,3.56,1,2024-03,0.09,11.45,16.2,0,224.8,0,147.91,6.16,,"AWFIS,",TRUE,
Madhav Infra Projects Ltd.,MADHAVIPL,Engineering - Construction,Engineering - Construction,429.98,BSE,0,16.3,16.3,0,2.19,2.19,0,2,2024-09,168.42,553.6,2024-09,393.22,18.92,2024-09,24.96,24.96,0.75,2.17,2,2024-03,0.81,12.5,13.58,0,0,0,0,0,,"513309,",1,
Hemisphere Properties India Ltd.,HEMIPROP,Construction - Real Estate,Construction - Real Estate,5003.18,NSE,136.42,176.17,136.42,821908,0.18,-1.19,-1.64,1,2024-09,63.56,5066.74,2024-09,0.7,-10.31,2024-09,0,0,,14.22,1,2024-03,0.18,-2.72,-1.37,0,190.69,0,111.03,-0.36,,,1,
Heranba Industries Ltd.,HERANBA,Pesticides & Agrochemicals,Pesticides & Agrochemicals,1662.36,NSE,171.5,418.2,171.5,44794,0.52,-3.38,-6.04,2,2024-09,233.04,1856.89,2024-09,1291.23,67.47,2024-09,24.33,24.33,,1.86,2,2024-03,0.19,4.17,6.79,0,403.7,0,167,-15,,"544021,",1,
Hercules Hoists Ltd.,HERCULES,Engineering - Industrial Equipments,Engineering - Industrial Equipments,723.04,NSE,0,220.79,220.79,0,-2.26,-2.26,0,1,2024-09,,723.04,2024-09,135.38,30.87,2024-09,23.42,23.42,,0.83,2,2024-03,0,4.35,5.7,0,0,0,0,0,,"526717,",1,
Heritage Foods Ltd.,HERITGFOOD,Consumer Food,Consumer Food,4509.42,NSE,311.9,485.6,311.9,129183,-0.04,-2.59,-8.3,2,2024-09,104.43,4529.64,2024-09,3943.86,181.25,2024-09,25.85,17.61,4.68,5.06,2,2024-03,0.12,13.95,17.55,0,540,0,294.4,17.71,,"DELTACORP,",1,
Hero MotoCorp Ltd.,HEROMOTOCO,Automobile Two & Three Wheelers,Automobile Two & Three Wheelers,86210.8,NSE,5191.5,4222.85,5191.5,268137,-2.06,-4.34,-235.5,2,2024-09,357.31,86268.92,2024-09,40098.26,4303.96,2024-09,20.83,19.09,8.98,4.53,2,2024-03,0.02,21.84,29.5,0,6388.5,0,3344,271.82,,,FALSE,
Newtime Infrastructure Ltd.,NEWINFRA,Engineering - Construction,Engineering - Construction,461.33,BSE,0,8.74,8.74,0,-0.57,-0.57,0,2,2024-09,50.27,511.6,2024-09,8.51,6.72,2024-09,77.15,77.15,4.31,9.87,2,2024-03,3.62,16.65,5.21,0,0,0,0,0,,"GOPAL,",1,
Hester Biosciences Ltd.,HESTERBIO,Pharmaceuticals & Drugs,Pharmaceuticals & Drugs,2027.91,NSE,1421.4,2395,1421.4,3029,1.33,0.87,12.2,2,2024-09,239.08,2250.21,2024-09,312.2,22.79,2024-09,86.41,37.72,-5.92,6.72,2,2024-03,0.82,7.41,9.59,0,2350,0,1242.95,37.69,,"RKFORGE,",1,
Nirlon Ltd.,NIRLON,Engineering - Construction,Engineering - Construction,4490.58,BSE,0,496,496,0,-0.46,-0.46,0,1,2024-09,1145.84,5407.91,2024-09,622.16,209.61,2024-09,21.42,21.42,0.81,11.81,1,2024-03,3.07,53.06,27.73,0,0,0,0,0,,"531111,",1,
Noida Toll Bridge Company Ltd.,NOIDATOLL,Engineering - Construction,Engineering - Construction,229.02,BSE,0,11.69,11.69,158814,-4.96,-0.59,-0.02,2,2024-09,66.71,251.11,2024-09,33.95,-24.74,2024-09,0,2.29,0,1.18,2,2024-03,0.33,-14.37,-11.03,0,0,0,0,1.47,,,1,
Heubach Colorants India Ltd.,HEUBACHIND,Chemicals,Chemicals,1264.77,NSE,0,551.45,551.45,0,0.68,0.68,0,1,2024-09,,1156.1,2024-09,772.8,35.81,2024-09,35.32,35.32,2.05,2.56,1,2024-03,0,9.09,12.86,0,0,0,0,0,,"BIKEWO,",1,
Hexa Tradex Ltd.,HEXATRADEX,Trading,Trading,1526.13,NSE,160,277.95,160,4517,-0.04,-1.23,-1.99,2,2024-09,47.75,1573.89,2024-09,39.7,-19.52,2024-09,0,0,0,0.3,2,2024-03,0.01,3.03,3.87,0,212.84,0,147.26,-1.65,,"505232,",1,
PBA Infrastructure Ltd.,PBAINFRA,Engineering - Construction,Engineering - Construction,19.59,BSE,0,14.22,14.22,0,-2,-2,0,1,2024-09,406.94,426.53,2024-09,53.88,1.63,2024-09,12.03,12.03,0.46,-0.17,1,2024-03,-3.47,0,0.59,0,0,0,0,0,,,1,
HFCL Ltd.,HFCL,Telecom-Infrastructure,Telecom-Infrastructure,16518.6,NSE,70.3,115.35,70.3,8150665,0.71,-3.21,-2.33,2,2024-09,1198.32,17311.65,2024-09,4610.22,374.78,2024-09,43.76,199.76,5.18,3.94,2,2024-03,0.25,9.6,13.43,0,93.96,0,59.82,0.35,,"SUNDARAM,",1,
Hi-Green Carbon Ltd.,HIGREEN,Carbon Black,Carbon Black,666.48,NSE,0,280,280,0,4.99,4.99,0,1,2024-09,27.77,694.26,2024-03,70.25,10.28,2024-03,64.86,64.86,,8.83,2,2024-03,0.32,20.6,22.08,0,0,0,0,0,,"ATLASCYCLE,",TRUE,
Hi-Tech Pipes Ltd.,HITECH,Steel & Iron Products,Steel & Iron Products,3198.95,NSE,75.6,159.24,75.6,334379,1.07,-3.12,-2.43,2,2024-09,326.99,3491.46,2024-09,2884,61.61,2024-09,51.92,20.08,5.22,2.56,2,2024-03,0.76,10.23,12.04,0,127.5,0,70.7,3.76,,"SMSLIFE,",1,
Precision Electronics Ltd.,PRECISIO,Engineering - Construction,Engineering - Construction,188.69,BSE,0,132,132,0,-3.12,-3.12,0,1,2024-09,23.67,211.47,2024-09,48.49,0.15,2024-09,0,0,0,15.82,1,2024-03,1.3,10.3,9.85,0,0,0,0,0,,"GPTHEALTH,",1,
Highways Infrastructure Trust,HIGHWAYS,Finance Term Lending,Finance Term Lending,0,NSE,0,,,0,,,0,1,,,2023-03,,,,2,2024-03,2024-03,1.44,-13.24,2.07,"HIGHWAYS,",,,,0,0,0,0,0,,"MAHSCOOTER,",1,
Hikal Ltd.,HIKAL,Pharmaceuticals & Drugs,Pharmaceuticals & Drugs,4881.48,NSE,166.7,394.35,166.7,145069,-0.3,-3.96,-6.88,2,2024-09,772.7,5625.68,2024-09,1821.37,73.51,2024-09,66.41,66.41,-8.8,4.06,2,2024-03,0.69,6,7.82,0,456.75,0,165.92,-1.05,,"RAMKY,",1,
Refex Renewables & Infrastructure Ltd.,REFEXRENEW,Engineering - Construction,Engineering - Construction,371.49,BSE,0,834.65,834.65,0,0.91,0.91,0,2,2024-09,435.11,799.86,2024-09,70.37,-42.59,2024-09,0,0,,-44.56,2,2024-03,32.57,-136.57,7.08,0,0,0,0,0,,"GFSTEELS,",1,
HIL Ltd.,HIL,Cement & Construction Materials,Cement & Construction Materials,1888.96,NSE,0,2527,2527,0,0.58,0.58,0,2,2024-09,684.47,2524.03,2024-09,3517.32,20.63,2024-09,94.45,94.45,,1.48,2,2024-03,0.44,2.79,4.11,0,0,0,0,0,,42.99,TRUE,
Hilton Metal Forging Ltd.,HILTON,Forgings,Forgings,275.56,NSE,16.13,103.75,16.13,204161,-2.46,-0.62,-0.1,1,2024-09,64.13,339.69,2024-09,153.36,3.86,2024-09,71.44,4.83,2.1,2.08,1,2024-03,0.56,7.23,9.71,0,70.85,0,16.05,3.34,,"MANDEEP,",1,
Himadri Speciality Chemical Ltd.,HSCL,Chemicals,Chemicals,28974.15,NSE,447.2,590.25,447.2,1937905,0.47,-1.4,-6.35,2,2024-09,341.89,28743.93,2024-09,4566.79,482.44,2024-09,60.12,31.66,12.42,8.5,2,2024-03,0.2,15.74,18.86,0,534.45,0,365.35,14.13,,"526853,",1,
